Year,Category,Nominee,Additional Info,Won?
1954 (27th),Scientific and Technical (Technical Achievement Award),To DAVID S. HORSLEY and the UNIVERSAL-INTERNATIONAL STUDIO SPECIAL PHOTOGRAPHIC DEPARTMENT for a portable remote control device for process projectors. [Special Photographic],,TRUE
1954 (27th),Scientific and Technical (Technical Achievement Award),To KARL FREUND and FRANK CRANDELL of Photo Research Corporation for the design and development of a direct reading brightness meter. [Photography],,TRUE
1954 (27th),Scientific and Technical (Technical Achievement Award),To WESLEY C. MILLER, J.W. STAFFORD, K.M. FRIERSON and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for an electronic sound printing comparison device. [Sound]
1954 (27th),Scientific and Technical (Technical Achievement Award),To JOHN P. LIVADARY, LLOYD RUSSELL and the COLUMBIA STUDIO SOUND DEPARTMENT for an improved limiting amplifier as applied to sound level comparison devices. [Sound],
1954 (27th),Scientific and Technical (Technical Achievement Award),To ROLAND MILLER and MAX GOEPPINGER of Magnascope Corporation for the design and development of a cathode ray magnetic sound track viewer. [Sound],,TRUE
1954 (27th),Scientific and Technical (Technical Achievement Award),To CARLOS RIVAS, G.M. SPRAGUE and the METRO-GOLDWYN-MAYER STUDIO SOUND DEPARTMENT for the design of a magnetic sound editing machine. [Sound],
1954 (27th),Scientific and Technical (Technical Achievement Award),To FRED WILSON of the Samuel Goldwyn Studio Sound Department for the design of a variable multiple-band equalizer. [Sound],,TRUE
1954 (27th),Scientific and Technical (Technical Achievement Award),To P.C. YOUNG of the Metro-Goldwyn-Mayer Studio Projection Department for the practical application of a variable focal length attachment to motion picture projector lenses. [Projection],,TRUE
1954 (27th),Scientific and Technical (Technical Achievement Award),To FRED KNOTH and ORIEN ERNEST of the Universal-International Studio Technical Department for the development of a hand portable, electric, dry oil-fog machine. [Stage Operations]
1954 (27th),Scientific and Technical (Special Awards),To Bausch & Lomb Optical Company for their contributions to the advancement of the motion picture industry.,,TRUE
1954 (27th),Special Effects (archaic category),Hell and High Water,20th Century-Fox Studio,FALSE
1954 (27th),Special Effects (archaic category),Them!,Warner Bros. Studio,FALSE
1954 (27th),Special Effects (archaic category),20,000 Leagues under the Sea,Walt Disney Studios
1953 (26th),Actor -- Leading Role,Marlon Brando,Julius Caesar {'Marc Antony'},FALSE
1953 (26th),Actor -- Leading Role,Richard Burton,The Robe {'Marcellus Gallio'},FALSE
1953 (26th),Actor -- Leading Role,Montgomery Clift,From Here to Eternity {'Robert E. Lee Prewitt'},FALSE
1953 (26th),Actor -- Leading Role,William Holden,Stalag 17 {'Sefton'},TRUE
1953 (26th),Actor -- Leading Role,Burt Lancaster,From Here to Eternity {'Sgt. Milton Warden'},FALSE
1953 (26th),Actor -- Supporting Role,Eddie Albert,Roman Holiday {'Irving Radovich'},FALSE
1953 (26th),Actor -- Supporting Role,Brandon De Wilde,Shane {'Joey Starrett'},FALSE
1953 (26th),Actor -- Supporting Role,Jack Palance,Shane {'Wilson'},FALSE
1953 (26th),Actor -- Supporting Role,Frank Sinatra,From Here to Eternity {'Angelo Maggio'},TRUE
1953 (26th),Actor -- Supporting Role,Robert Strauss,Stalag 17 {'Stosh/'Animal''},FALSE
1953 (26th),Actress -- Leading Role,Leslie Caron,Lili {'Lili Daurier'},FALSE
1953 (26th),Actress -- Leading Role,Ava Gardner,Mogambo {'Eloise 'Honey Bear' Kelly'},FALSE
1953 (26th),Actress -- Leading Role,Audrey Hepburn,Roman Holiday {'Princess Anne'},TRUE
1953 (26th),Actress -- Leading Role,Deborah Kerr,From Here to Eternity {'Karen Holmes'},FALSE
1953 (26th),Actress -- Leading Role,Maggie McNamara,The Moon Is Blue {'Patty O'Neill'},FALSE
1953 (26th),Actress -- Supporting Role,Grace Kelly,Mogambo {'Linda Nordley'},FALSE
1953 (26th),Actress -- Supporting Role,Geraldine Page,Hondo {'Angie Lowe'},FALSE
1953 (26th),Actress -- Supporting Role,Marjorie Rambeau,Torch Song {'Mrs. Stewart'},FALSE
1953 (26th),Actress -- Supporting Role,Donna Reed,From Here to Eternity {'Lorene/Alma'},TRUE
1953 (26th),Actress -- Supporting Role,Thelma Ritter,Pickup on South Street {'Moe'},FALSE
1953 (26th),Art Direction,Julius Caesar,Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis
1953 (26th),Art Direction,Martin Luther,Art Direction: Fritz Maurischat, Paul Markwitz
1953 (26th),Art Direction,The President's Lady,Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Paul S. Fox
1953 (26th),Art Direction,Roman Holiday,Art Direction: Hal Pereira, Walter Tyler
1953 (26th),Art Direction,Titanic,Art Direction: Lyle Wheeler, Maurice Ransford; Set Decoration: Stuart Reiss
1953 (26th),Art Direction,Knights of the Round Table,Art Direction: Alfred Junge, Hans Peters; Set Decoration: John Jarvis
1953 (26th),Art Direction,Lili,Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis
1953 (26th),Art Direction,The Robe,Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Walter M. Scott
1953 (26th),Art Direction,The Story of Three Loves,Art Direction: Cedric Gibbons, Preston Ames
1953 (26th),Art Direction,Young Bess,Art Direction: Cedric Gibbons, Urie McCleary; Set Decoration: Edwin B. Willis
1953 (26th),Cinematography,The Four Poster,Hal Mohr,FALSE
1953 (26th),Cinematography,From Here to Eternity,Burnett Guffey,TRUE
1953 (26th),Cinematography,Julius Caesar,Joseph Ruttenberg,FALSE
1953 (26th),Cinematography,Martin Luther,Joseph C. Brun,FALSE
1953 (26th),Cinematography,Roman Holiday,Frank Planer, Henri Alekan
1953 (26th),Cinematography,All the Brothers Were Valiant,George Folsey,FALSE
1953 (26th),Cinematography,Beneath the 12-Mile Reef,Edward Cronjager,FALSE
1953 (26th),Cinematography,Lili,Robert Planck,FALSE
1953 (26th),Cinematography,The Robe,Leon Shamroy,FALSE
1953 (26th),Cinematography,Shane,Loyal Griggs,TRUE
1953 (26th),Costume Design,The Actress,Walter Plunkett,FALSE
1953 (26th),Costume Design,Dream Wife,Helen Rose, Herschel McCoy
1953 (26th),Costume Design,From Here to Eternity,Jean Louis,FALSE
1953 (26th),Costume Design,The President's Lady,Charles LeMaire, Renie
1953 (26th),Costume Design,Roman Holiday,Edith Head,TRUE
1953 (26th),Costume Design,The Band Wagon,Mary Ann Nyberg,FALSE
1953 (26th),Costume Design,Call Me Madam,Irene Sharaff,FALSE
1953 (26th),Costume Design,How to Marry a Millionaire,Charles LeMaire, Travilla
1953 (26th),Costume Design,The Robe,Charles LeMaire, Emile Santiago
1953 (26th),Costume Design,Young Bess,Walter Plunkett,FALSE
1953 (26th),Directing,From Here to Eternity,Fred Zinnemann,TRUE
1953 (26th),Directing,Lili,Charles Walters,FALSE
1953 (26th),Directing,Roman Holiday,William Wyler,FALSE
1953 (26th),Directing,Shane,George Stevens,FALSE
1953 (26th),Directing,Stalag 17,Billy Wilder,FALSE
1953 (26th),Documentary (Feature),The Conquest of Everest,John Taylor, Leon Clore and Grahame Tharp
1953 (26th),Documentary (Feature),The Living Desert,Walt Disney, Producer
1953 (26th),Documentary (Feature),A Queen Is Crowned,Castleton Knight, Producer
1953 (26th),Documentary (Short Subject),The Alaskan Eskimo,Walt Disney, Producer
1953 (26th),Documentary (Short Subject),The Living City,John Barnes, Producer
1953 (26th),Documentary (Short Subject),Operation Blue Jay,United States Army Signal Corps,FALSE
1953 (26th),Documentary (Short Subject),They Planted a Stone,James Carr, Producer
1953 (26th),Documentary (Short Subject),The Word,John Healy and John Adams, Producers
1953 (26th),Film Editing,Crazylegs,Irvine (Cotton) Warburton,FALSE
1953 (26th),Film Editing,From Here to Eternity,William Lyon,TRUE
1953 (26th),Film Editing,The Moon Is Blue,Otto Ludwig,FALSE
1953 (26th),Film Editing,Roman Holiday,Robert Swink,FALSE
1953 (26th),Film Editing,The War of the Worlds,Everett Douglas,FALSE
1953 (26th),Music (Scoring),Above and Beyond,Hugo Friedhofer,FALSE
1953 (26th),Music (Scoring),From Here to Eternity,Morris Stoloff, George Duning
1953 (26th),Music (Scoring),Julius Caesar,Miklos Rozsa,FALSE
1953 (26th),Music (Scoring),Lili,Bronislau Kaper,TRUE
1953 (26th),Music (Scoring),This Is Cinerama,Louis Forbes,FALSE
1953 (26th),Music (Scoring),The Band Wagon,Adolph Deutsch,FALSE
1953 (26th),Music (Scoring),Calamity Jane,Ray Heindorf,FALSE
1953 (26th),Music (Scoring),Call Me Madam,Alfred Newman,TRUE
1953 (26th),Music (Scoring),The 5,000 Fingers of Dr. T,Frederick Hollander
1953 (26th),Music (Scoring),Kiss Me Kate,Andre Previn, Saul Chaplin
1953 (26th),Music (Song),The Moon Is Blue,Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine,FALSE
1953 (26th),Music (Song),Small Town Girl,Music by Nicholas Brodszky; Lyrics by Leo Robin,FALSE
1953 (26th),Music (Song),Miss Sadie Thompson,Music by Lester Lee; Lyrics by Ned Washington,FALSE
1953 (26th),Music (Song),Calamity Jane,Music by Sammy Fain; Lyrics by Paul Francis Webster,TRUE
1953 (26th),Music (Song),The Caddy,Music by Harry Warren; Lyrics by Jack Brooks,FALSE
1953 (26th),Best Picture,From Here to Eternity,Buddy Adler, Producer
1953 (26th),Best Picture,Julius Caesar,John Houseman, Producer
1953 (26th),Best Picture,The Robe,Frank Ross, Producer
1953 (26th),Best Picture,Roman Holiday,William Wyler, Producer
1953 (26th),Best Picture,Shane,George Stevens, Producer
1953 (26th),Short Film (Animated),Christopher Crumpet,Stephen Bosustow, Producer
1953 (26th),Short Film (Animated),From A to Z-Z-Z-Z,Edward Selzer, Producer
1953 (26th),Short Film (Animated),Rugged Bear,Walt Disney, Producer
1953 (26th),Short Film (Animated),The Tell Tale Heart,Stephen Bosustow, Producer
1953 (26th),Short Film (Animated),Toot, Whistle, Plunk and Boom
1953 (26th),Short Film (Live Action),Christ among the Primitives,Vincenzo Lucci-Chiarissi, Producer
1953 (26th),Short Film (Live Action),Herring Hunt,National Film Board of Canada,FALSE
1953 (26th),Short Film (Live Action),Joy of Living,Boris Vermont, Producer
1953 (26th),Short Film (Live Action),The Merry Wives of Windsor Overture,Johnny Green, Producer
1953 (26th),Short Film (Live Action),Wee Water Wonders,Jack Eaton, Producer
1953 (26th),Short Film (Live Action),Bear Country,Walt Disney, Producer
1953 (26th),Short Film (Live Action),Ben and Me,Walt Disney, Producer
1953 (26th),Short Film (Live Action),Return to Glennascaul,Dublin Gate Theatre Productions,FALSE
1953 (26th),Short Film (Live Action),Vesuvius Express,Otto Lang, Producer
1953 (26th),Short Film (Live Action),Winter Paradise,Cedric Francis, Producer
1953 (26th),Sound,Calamity Jane,Warner Bros. Studio Sound Department, William A. Mueller
1953 (26th),Sound,From Here to Eternity,Columbia Studio Sound Department, John P. Livadary
1953 (26th),Sound,Knights of the Round Table,Metro-Goldwyn-Mayer Studio Sound Department, A. W. Watkins
1953 (26th),Sound,The Mississippi Gambler,Universal-International Studio Sound Department, Leslie I. Carey
1953 (26th),Sound,The War of the Worlds,Paramount Studio Sound Department, Loren L. Ryder
1953 (26th),Writing,Above and Beyond,Beirne Lay, Jr.
1953 (26th),Writing,The Captain's Paradise,Alec Coppel,FALSE
1953 (26th),Writing,Hondo,Louis L'Amour,FALSE
1953 (26th),Writing,Little Fugitive,Ray Ashley, Morris Engel
1953 (26th),Writing,Roman Holiday,Dalton Trumbo,TRUE
1953 (26th),Writing,The Cruel Sea,Eric Ambler,FALSE
1953 (26th),Writing,From Here to Eternity,Daniel Taradash,TRUE
1953 (26th),Writing,Lili,Helen Deutsch,FALSE
1953 (26th),Writing,Roman Holiday,Ian McLellan Hunter, John Dighton
1953 (26th),Writing,Shane,A. B. Guthrie, Jr.
1953 (26th),Writing,The Band Wagon,Betty Comden, Adolph Green
1953 (26th),Writing,The Desert Rats,Richard Murphy,FALSE
1953 (26th),Writing,The Naked Spur,Sam Rolfe, Harold Jack Bloom
1953 (26th),Writing,Take the High Ground,Millard Kaufman,FALSE
1953 (26th),Writing,Titanic,Charles Brackett, Walter Reisch
1953 (26th),Honorary Award,To Pete Smith for his witty and pungent observations on the American scene in his series of Pete Smith Specialties.,,TRUE
1953 (26th),Honorary Award,To 20th Century-Fox Film Corporation in recognition of their imagination, showmanship and foresight in introducing the revolutionary process known as CinemaScope.,
1953 (26th),Honorary Award,To Joseph I. Breen for his conscientious, open-minded and dignified management of the Motion Picture Production Code.,
1953 (26th),Honorary Award,To Bell and Howell Company for their pioneering and basic achievements in the advancement of the motion picture industry.,,TRUE
1953 (26th),Irving G. Thalberg Memorial Award,George Stevens,,TRUE
1953 (26th),Scientific and Technical (Academy Award of Merit),To PROFESSOR HENRI CHRETIEN and EARL SPONABLE, SOL HALPRIN, LORIN GRIGNON
1953 (26th),Scientific and Technical (Academy Award of Merit),To FRED WALLER for designing and developing the multiple photographic and projection systems which culminated in Cinerama. [Systems],,TRUE
1953 (26th),Scientific and Technical (Scientific and Engineering Award),To REEVES SOUNDCRAFT CORPORATION for their development of a process of applying stripes of magnetic oxide to motion picture film for sound recording and reproduction. [Sound],,TRUE
1953 (26th),Scientific and Technical (Technical Achievement Award),To WESTREX CORPORATION for the design and construction of a new film editing machine. [Editorial],,TRUE
1953 (26th),Scientific and Technical (Special Awards),To 20th Century-Fox Film Corporation in recognition of their imagination, showmanship and foresight in introducing the revolutionary process known as CinemaScope.,
1953 (26th),Scientific and Technical (Special Awards),To Bell and Howell Company for their pioneering and basic achievements in the advancement of the motion picture industry.,,TRUE
1953 (26th),Special Effects (archaic category),The War of the Worlds,Paramount Studio,TRUE
1952 (25th),Actor -- Leading Role,Marlon Brando,Viva Zapata! {'Emiliano Zapata'},FALSE
1952 (25th),Actor -- Leading Role,Gary Cooper,High Noon {'Will Kane'},TRUE
1952 (25th),Actor -- Leading Role,Kirk Douglas,The Bad and the Beautiful {'Jonathan Shields'},FALSE
1952 (25th),Actor -- Leading Role,Jose Ferrer,Moulin Rouge {'Toulouse-Lautrec'},FALSE
1952 (25th),Actor -- Leading Role,Alec Guinness,The Lavender Hill Mob {'Holland'},FALSE
1952 (25th),Actor -- Supporting Role,Richard Burton,My Cousin Rachel {'Philip Ashley'},FALSE
1952 (25th),Actor -- Supporting Role,Arthur Hunnicutt,The Big Sky {'Zeb Callaway'},FALSE
1952 (25th),Actor -- Supporting Role,Victor McLaglen,The Quiet Man {'Red Will Danaher'},FALSE
1952 (25th),Actor -- Supporting Role,Jack Palance,Sudden Fear {'Lester Blaine'},FALSE
1952 (25th),Actor -- Supporting Role,Anthony Quinn,Viva Zapata! {'Eufemio Zapata'},TRUE
1952 (25th),Actress -- Leading Role,Shirley Booth,Come Back, Little Sheba {'Lola Delaney'}
1952 (25th),Actress -- Leading Role,Joan Crawford,Sudden Fear {'Myra Hudson'},FALSE
1952 (25th),Actress -- Leading Role,Bette Davis,The Star {'Margaret Elliot'},FALSE
1952 (25th),Actress -- Leading Role,Julie Harris,The Member of the Wedding {'Frankie Addams'},FALSE
1952 (25th),Actress -- Leading Role,Susan Hayward,With a Song in My Heart {'Jane Froman'},FALSE
1952 (25th),Actress -- Supporting Role,Gloria Grahame,The Bad and the Beautiful {'Rosemary Bartlow'},TRUE
1952 (25th),Actress -- Supporting Role,Jean Hagen,Singin' in the Rain {'Lina Lamont'},FALSE
1952 (25th),Actress -- Supporting Role,Colette Marchand,Moulin Rouge {'Marie Charlet'},FALSE
1952 (25th),Actress -- Supporting Role,Terry Moore,Come Back, Little Sheba {'Marie Loring'}
1952 (25th),Actress -- Supporting Role,Thelma Ritter,With a Song in My Heart {'Clancy'},FALSE
1952 (25th),Art Direction,The Bad and the Beautiful,Art Direction: Cedric Gibbons, Edward Carfagno; Set Decoration: Edwin B. Willis
1952 (25th),Art Direction,Carrie,Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Emile Kuri
1952 (25th),Art Direction,My Cousin Rachel,Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Walter M. Scott
1952 (25th),Art Direction,Rashomon,Art Direction: Matsuyama; Set Decoration: H. Motsumoto,FALSE
1952 (25th),Art Direction,Viva Zapata!,Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Thomas Little
1952 (25th),Art Direction,Hans Christian Andersen,Art Direction: Richard Day, Clave; Set Decoration: Howard Bristol
1952 (25th),Art Direction,The Merry Widow,Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis
1952 (25th),Art Direction,Moulin Rouge,Art Direction: Paul Sheriff; Set Decoration: Marcel Vertes,TRUE
1952 (25th),Art Direction,The Quiet Man,Art Direction: Frank Hotaling; Set Decoration: John McCarthy, Jr.
1952 (25th),Art Direction,The Snows of Kilimanjaro,Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Thomas Little
1952 (25th),Cinematography,The Bad and the Beautiful,Robert Surtees,TRUE
1952 (25th),Cinematography,The Big Sky,Russell Harlan,FALSE
1952 (25th),Cinematography,My Cousin Rachel,Joseph LaShelle,FALSE
1952 (25th),Cinematography,Navajo,Virgil E. Miller,FALSE
1952 (25th),Cinematography,Sudden Fear,Charles B. Lang, Jr.
1952 (25th),Cinematography,Hans Christian Andersen,Harry Stradling,FALSE
1952 (25th),Cinematography,Ivanhoe,F. A. Young,FALSE
1952 (25th),Cinematography,Million Dollar Mermaid,George J. Folsey,FALSE
1952 (25th),Cinematography,The Quiet Man,Winton C. Hoch, Archie Stout
1952 (25th),Cinematography,The Snows of Kilimanjaro,Leon Shamroy,FALSE
1952 (25th),Costume Design,Affair in Trinidad,Jean Louis,FALSE
1952 (25th),Costume Design,The Bad and the Beautiful,Helen Rose,TRUE
1952 (25th),Costume Design,Carrie,Edith Head,FALSE
1952 (25th),Costume Design,My Cousin Rachel,Charles LeMaire, Dorothy Jeakins
1952 (25th),Costume Design,Sudden Fear,Sheila O'Brien,FALSE
1952 (25th),Costume Design,The Greatest Show on Earth,Edith Head, Dorothy Jeakins
